"","X","text"
"478",53,"no matter how much he is sufficient unto himself. And mark how self-sufficient he is; for on occasion he can be content with a part of himself. If he lose a hand through disease or war"
"479",53,"or if some accident puts out one or both of his eyes"
"480",53,"he will be satisfied with what is left"
"481",53,"taking as much pleasure in his impaired and maimed body as he took when it was sound. But while he does not pine for these parts if they are missing"
"482",53,"he prefers not to lose them. In this sense the wise man is self-sufficient"
"483",53,"that he can do without friends"
"484",53,"not that he desires to do without them. When I say ""can"
"485",53,""" I mean this: he endures the loss of a friend with equanimity."
"486",54,"But he need never lack friends"
"487",54,"for it lies in his own control how soon he shall make good a loss. Just as Phidias"
"488",54,"if he lose a statue"
"489",54,"can straightway carve another"
"490",54,"even so our master in the art of making friendships can fill the place of a friend he has lost. If you ask how one can make oneself a friend quickly"
"491",54,"I will tell you"
"492",54,"provided we are agreed that I may pay my debt at once and square the account"
"493",54,"so far as this letter is concerned. Hecato"
"494",54,"says: ""I can show you a philtre"
"495",54,"compounded without drugs"
"496",54,"herbs"
"497",54,"or any witch's incantation: 'If you would be loved"
"498",54,"love.'"" Now there is great pleasure"
"499",54,"not only in maintaining old and established friendships"
"500",54,"but also in beginning and acquiring new ones. There is the same difference between winning a new friend and having already won him"
"501",54,"as there is between the farmer who sows and the farmer who reaps. The philosopher Attalus used to say: ""It is more pleasant to make than to keep a friend"
"502",54,"as it is more pleasant to the artist to paint than to have finished painting."" When one is busy and absorbed in one's work"
"503",54,"the very absorption affords great delight; but when one has withdrawn one's hand from the completed masterpiece"
"504",54,"the pleasure is not so keen. Henceforth it is the fruits of his art that he enjoys; it was the art itself that he enjoyed while he was painting. In the case of our children"
"505",54,"their young manhood yields the more abundant fruits"
"506",54,"but their infancy was sweeter."
"507",55,"Let us now return to the question. The wise man"
"508",55,"I say"
"509",55,"self-sufficient though he be"
"510",55,"nevertheless desires friends if only for the purpose of practising friendship"
"511",55,"in order that his noble qualities may not lie dormant. Not"
"512",55,"however"
"513",55,"for the purpose mentioned by Epicurus in the letter quoted above: ""That there may be someone to sit by him when he is ill"
"514",55,"to help him when he is in prison or in want;"" but that he may have someone by whose sick-bed he himself may sit"
"515",55,"someone a prisoner in hostile hands whom he himself may set free. He who regards himself only"
"516",55,"and enters upon friendships for this reason"
"517",55,"reckons wrongly. The end will be like the beginning: he has made friends with one who might assist him out of bondage; at the first rattle of the chain such a friend will desert him. These are the so-called ""fair-weather"" friendships; one who is chosen for the sake of utility will be satisfactory only so long as he is useful. Hence prosperous men are blockaded by troops of friends; but those who have failed stand amid vast loneliness"
"518",55,"their friends fleeing from the very crisis which is to test their worth. Hence"
"519",55,"also"
"520",55,"we notice those many shameful cases of persons who"
"521",55,"through fear"
"522",55,"desert or betray. The beginning and the end cannot but harmonize. He who begins to be your friend because it pays will also cease because it pays. A man will be attracted by some reward offered in exchange for his friendship"
"523",55,"if he be attracted by aught in friendship other than friendship itself."
"524",56,"For what purpose"
"525",56,"then"
"526",56,"do I make a man my friend? In order to have someone for whom I may die"
"527",56,"whom I may follow into exile"
"528",56,"against whose death I may stake my own life"
"529",56,"and pay the pledge"
"530",56,"too. The friendship which you portray is a bargain and not a friendship; it regards convenience only"
"531",56,"and looks to the results. Beyond question the feeling of a lover has in it something akin to friendship; one might call it friendship run mad. But"
"532",56,"though this is true"
"533",56,"does anyone love for the sake of gain"
"534",56,"or promotion"
"535",56,"or renown? Pure love"
"536",56,"careless of all other things"
"537",56,"kindles the soul with desire for the beautiful object"
"538",56,"not without the hope of a return of the affection. What then? Can a cause which is more honourable produce a passion that is base? You may retort: ""We are not now discussing the question whether friendship is to be cultivated for its own sake."" On the contrary"
"539",56,"nothing more urgently requires demonstration; for if friendship is to be sought for its own sake"
"540",56,"he may seek it who is self-sufficient. ""How"
"541",56,"then"
"542",56,""" you ask"
"543",56,"""does he seek it?"" Precisely as he seeks an object of great beauty"
"544",56,"not attracted to it by desire for gain"
"545",56,"nor yet frightened by the instability of Fortune. One who seeks friendship for favourable occasions"
"546",56,"strips it of all its nobility."
"547",57,"""The wise man is self-sufficient."" This phrase"
"548",57,"my dear Lucilius"
"549",57,"is incorrectly explained by many; for they withdraw the wise man from the world"
"550",57,"and force him to dwell within his own skin. But we must mark with care what this sentence signifies and how far it applies; the wise man is sufficient unto himself for a happy existence"
"551",57,"but not for mere existence. For he needs many helps towards mere existence; but for a happy existence he needs only a sound and upright soul"
"552",57,"one that despises Fortune."
"553",58,"I should like also to state to you one of the distinctions of Chrysippus"
